Tattag;Tatzeit/Uhrzeit;Tatort 2;Tbnr1; Geldbuße 
22.04.2015;1812;Kimbernstraße neben Haus-Nr. 4, Wendehammer;142103; 10,00 € 
22.04.2015;1814;Kimbernstraße neben Haus-Nr. 20, Wendehammer;142103; 10,00 € 
22.04.2015;1819;Friesenstraße ggü. Haus-Nr. 35, Ecke Jockenstr.;112042; 15,00 € 
22.04.2015;1822;Gallierring 35;142103; 10,00 € 
22.04.2015;1824;Gallierring 59;142103; 10,00 € 
22.04.2015;1835;Trakehnenstraße 2f;112042; 15,00 € 
22.04.2015;1931;Klever Straße, Niag;141112; 20,00 € 
22.04.2015;1007;Annastraße / C3 in Höhe von Haus-Nr. 8;113140; 10,00 € 
22.04.2015;1010;Annastraße / C3 in Höhe von Haus-Nr. 16;113140; 10,00 € 
22.04.2015;1230;Hülsdonker Straße in Höhe von Haus-Nr. 5;142278; 35,00 € 
22.04.2015;1009;Annastraße / C3 in Höhe von Haus-Nr. 12;329113; 20,00 € 
22.04.2015;940;Cloudtstraße ggü. Haus-Nr. 30a;113240; 10,00 € 
22.04.2015;947;Baustraße in Höhe von Haus-Nr. 18;113240; 10,00 € 
22.04.2015;950;Diesterwegstraße in Höhe von Haus-Nr. 9;113240; 10,00 € 
22.04.2015;952;Diesterwegstraße ggü. Haus-Nr. 11;113260; 10,00 € 
22.04.2015;1012;Baerler Straße in Höhe von Haus-Nr. 40;113240; 10,00 € 
22.04.2015;1013;Baerler Straße in Höhe von Haus-Nr. 44;113240; 10,00 € 
22.04.2015;1016;Baerler Straße in Höhe von Haus-Nr. 58;113240; 10,00 € 
22.04.2015;1017;Baerler Straße in Höhe von Haus-Nr. 58;113240; 10,00 € 
22.04.2015;1025;Landwehrstraße / C1 in Höhe von Haus-Nr. 44;113240; 10,00 € 
22.04.2015;1031;Greefstraße ggü. Haus-Nr. 6;113220; 10,00 € 
22.04.2015;1044;Feldstraße / C1 in Höhe von Haus-Nr. 73;113240; 10,00 € 
22.04.2015;1101;Feldstraße / C1 in Höhe von Haus-Nr. 59e;113240; 10,00 € 
22.04.2015;1012;Annastraße / C3 in Höhe von Haus-Nr. 20;113140; 10,00 € 
22.04.2015;1013;Annastraße / C3 in Höhe von Haus-Nr. 22;113140; 10,00 € 
22.04.2015;1014;Annastraße / C3 in Höhe von Haus-Nr. 19;113140; 10,00 € 
22.04.2015;1015;Annastraße / C3 in Höhe von Haus-Nr. 23;113140; 10,00 € 
22.04.2015;1017;Annastraße / C3 in Höhe von Haus-Nr. 27;113140; 10,00 € 
22.04.2015;1018;Annastraße / C3 in Höhe von Haus-Nr. 27;113140; 10,00 € 
22.04.2015;1021;Josefstraße / C3 in Höhe von Haus-Nr. 33;113140; 10,00 € 
22.04.2015;1023;Josefstraße / C3 in Höhe von Haus-Nr. 29;113140; 10,00 € 
22.04.2015;1025;Josefstraße / C3 in Höhe von Haus-Nr. 29;113140; 10,00 € 
22.04.2015;1026;Josefstraße / C3, Ecke Voßrather;113140; 15,00 € 
22.04.2015;1110;Voßrather Straße in Höhe von Haus-Nr. 2;141322; 15,00 € 
22.04.2015;1031;Josefstraße / C3 in Höhe von Haus-Nr. 22;113140; 10,00 € 
22.04.2015;1036;Josefstraße / C3 in Höhe von Haus-Nr. 22;113140; 10,00 € 
22.04.2015;1037;Josefstraße / C3 ggü. Haus-Nr. 27;113140; 10,00 € 
22.04.2015;1040;Josefstraße / C3 ggü. Haus-Nr. 29;142278; 35,00 € 
22.04.2015;1043;Josefstraße / C3 in Höhe von Haus-Nr. 36;113140; 10,00 € 
22.04.2015;1052;Josefstraße / C3 ggü. Haus-Nr. 58;113140; 10,00 € 
22.04.2015;1057;Voßrather Straße ggü. Haus-Nr. 25;113240; 10,00 € 
22.04.2015;1101;Voßrather Straße in Höhe von Haus-Nr. 14;113240; 10,00 € 
22.04.2015;1105;Voßrather Straße in Höhe von Haus-Nr. 2;141322; 15,00 € 
22.04.2015;1107;Voßrather Straße in Höhe von Haus-Nr. 2;141322; 15,00 € 
22.04.2015;1214;Wittfeldstraße in Höhe von Haus-Nr. 4;142262; 10,00 € 
22.04.2015;1216;Wittfeldstraße in Höhe von Haus-Nr. 10;142262; 10,00 € 
22.04.2015;1217;Wittfeldstraße in Höhe von Haus-Nr. 14;142262; 10,00 € 
22.04.2015;1219;Wittfeldstraße in Höhe von Haus-Nr. 16;142262; 10,00 € 
22.04.2015;1220;Wittfeldstraße in Höhe von Haus-Nr. 16;142262; 10,00 € 
22.04.2015;1222;Wittfeldstraße in Höhe von Haus-Nr. 24;142262; 10,00 € 
22.04.2015;1226;Wittfeldstraße in Höhe von Haus-Nr. 28;142262; 10,00 € 
22.04.2015;1406;Oberwallstraße / B in Höhe von Haus-Nr. 17;113140; 10,00 € 
22.04.2015;1408;Oberwallstraße / B in Höhe von Haus-Nr. 21;113140; 10,00 € 
22.04.2015;1411;Oberwallstraße / B in Höhe von Haus-Nr. 25;113140; 10,00 € 
22.04.2015;1413;Oberwallstraße / B ggü. Haus-Nr. 27;113120; 10,00 € 
22.04.2015;1425;Wilhelm-Schroeder-Straße / C2, Parkplatz;113120; 10,00 € 
22.04.2015;1430;Wilhelm-Schroeder-Straße / C2, Parkplatz;113120; 10,00 € 
22.04.2015;1437;Wilhelm-Schroeder-Straße / C2 in Höhe von Haus-Nr. 14;113280; 10,00 € 
22.04.2015;1452;Otto-Hue-Straße / C1 in Höhe von Haus-Nr. 6;113180; 10,00 € 
22.04.2015;1455;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
22.04.2015;1444;Homberger Straße / C1, Vor Kreisverkehr;113140; 10,00 € 
22.04.2015;1458;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
22.04.2015;1503;Friedrich-Ebert-Platz / De, Parkplatz;113150; 10,00 € 
22.04.2015;1507;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
22.04.2015;1512;Friedrich-Ebert-Platz / De, Parkplatz;113124; 30,00 € 
22.04.2015;1521;Friedrich-Ebert-Platz / De, Parkplatz;113124; 30,00 € 
22.04.2015;1523;Friedrich-Ebert-Platz / De, Parkplatz;113124; 30,00 € 
22.04.2015;1525;Bankstraße / C1 in Höhe von Haus-Nr. 10;113180; 10,00 € 
22.04.2015;1527;Bankstraße / C1 in Höhe von Haus-Nr. 10;113180; 20,00 € 
22.04.2015;1557;Weygoldstraße / C1 in Höhe von Haus-Nr. 7;113140; 10,00 € 
22.04.2015;1559;Weygoldstraße / C1 in Höhe von Haus-Nr. 5;113121; 15,00 € 
22.04.2015;1605;Oberwallstraße / B ggü. Haus-Nr. 29;113140; 15,00 € 
22.04.2015;1606;Oberwallstraße / B in Höhe von Haus-Nr. 10;113140; 10,00 € 
22.04.2015;1608;Oberwallstraße / B in Höhe von Haus-Nr. 25;113140; 10,00 € 
22.04.2015;910;Unterwallstraße in Höhe von Haus-Nr. 40;141100; 20,00 € 
22.04.2015;1501;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
22.04.2015;920;Seminarstraße ggü. Haus-Nr. 41;113244; 35,00 € 
22.04.2015;1108;Wilhelm-Schroeder-Straße / C2 ggü. Haus-Nr. 17;113320; 10,00 € 
22.04.2015;1118;Landwehrstraße / C1 in Höhe von Haus-Nr. 19;141118; 15,00 € 
22.04.2015;1133;Wilhelm-Schroeder-Straße / C2, Parkplatz;113120; 10,00 € 
22.04.2015;1140;Seminarstraße ggü. Haus-Nr. 5;113240; 10,00 € 
22.04.2015;1143;Seminarstraße ggü. Haus-Nr. 10;113260; 10,00 € 
22.04.2015;1147;Gabelsbergerstraße ggü. Haus-Nr. 2;113240; 25,00 € 
22.04.2015;1144;Kautzstraße / B, Parkplatz;113140; 10,00 € 
22.04.2015;1009;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
22.04.2015;1156;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
22.04.2015;908;Hoffnungstraße in Höhe von Haus-Nr. 16;141062; 30,00 € 
22.04.2015;1108;Neumarkt / A, Parkplatz;141015; 10,00 € 
22.04.2015;1101;Neumarkt / A, Parkplatz;113121; 15,00 € 
22.04.2015;1143;Kautzstraße / B, Parkplatz;113140; 10,00 € 
22.04.2015;1151;Haagstraße / B in Höhe von Haus-Nr. 3;113140; 10,00 € 
22.04.2015;1431;Hanckwitzstraße / B, Parkplatz;113143; 25,00 € 
22.04.2015;1202;Kastell / B ggü. Haus-Nr. 11, Arbeitsamt hinten;113122; 20,00 € 
22.04.2015;1205;Kastell / B in Höhe von Haus-Nr. 11;113122; 20,00 € 
22.04.2015;1218;Meerstraße / B, Parkplatz;113140; 10,00 € 
22.04.2015;1220;Meerstraße / B, Schotterplatz;113140; 10,00 € 
22.04.2015;1223;Meerstraße / B, Schotterplatz;113150; 30,00 € 
22.04.2015;1227;Meerstraße / B, Parkplatz;113140; 10,00 € 
22.04.2015;1230;Meerstraße / B, Parkplatz;113120; 10,00 € 
22.04.2015;1232;Meerstraße / B, Parkplatz;113120; 10,00 € 
22.04.2015;1235;Meerstraße / B ggü. Haus-Nr. 3;113140; 10,00 € 
22.04.2015;1343;Neumarkt / A, Parkplatz;113121; 15,00 € 
22.04.2015;1346;Neumarkt / A, Parkplatz;113140; 10,00 € 
22.04.2015;1350;Meerstraße / B, Parkplatz;113120; 10,00 € 
22.04.2015;1406;Haagstraße / B ggü. Haus-Nr. 26, Parkplatz;142278; 35,00 € 
22.04.2015;1417;Kastell / B, Parkplatz;113123; 25,00 € 
22.04.2015;1420;Hanckwitzstraße / B, Parkplatz;113122; 20,00 € 
22.04.2015;1423;Hanckwitzstraße / B, Parkplatz;113123; 25,00 € 
22.04.2015;1427;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
22.04.2015;1448;Filder Straße in Höhe von Haus-Nr. 24;113240; 10,00 € 
22.04.2015;1453;Gartenstraße in Höhe von Haus-Nr. 33;113240; 10,00 € 
22.04.2015;1455;Gartenstraße in Höhe von Haus-Nr. 35;113240; 10,00 € 
22.04.2015;1457;Gartenstraße ggü. Haus-Nr. 28, Ecke Sedanstr.;113240; 10,00 € 
22.04.2015;1459;Gartenstraße ggü. Haus-Nr. 28;113240; 10,00 € 
22.04.2015;1501;Gartenstraße ggü. Haus-Nr. 30;113240; 10,00 € 
22.04.2015;1521;Kautzstraße / B, Parkplatz;113122; 20,00 € 
22.04.2015;1524;Kautzstraße / B, Parkplatz;113122; 20,00 € 
22.04.2015;1528;Kautzstraße / B, Parkplatz;113140; 10,00 € 
22.04.2015;1536;Hopfenstraße in Höhe von Haus-Nr. 6;141312; 15,00 € 
22.04.2015;1552;Tersteegenstraße / C1 ggü. Haus-Nr. 3;141118; 15,00 € 
22.04.2015;1559;Essenbergerstr Straße / C1, Parkplatz;113140; 10,00 € 
22.04.2015;1605;Bankstraße / C1 6;141118; 15,00 € 
22.04.2015;1612;Homberger Straße / C1 in Höhe von Haus-Nr. 60;141106; 30,00 € 
22.04.2015;1623;Kautzstraße / B, Parkplatz;142278; 35,00 € 
22.04.2015;1640;Neumarkt / A, Parkplatz;113121; 15,00 € 
22.04.2015;1643;Neumarkt / A, Parkplatz;113140; 10,00 € 
22.04.2015;1645;Neumarkt / A, Parkplatz;113140; 10,00 € 
22.04.2015;1647;Neumarkt / A, Parkplatz;113120; 10,00 € 
22.04.2015;1650;Neumarkt / A, Parkplatz;113121; 15,00 € 
22.04.2015;844;Rheinberger Straße ggü. Haus-Nr. 9;141245; 25,00 € 
22.04.2015;855;Hoffnungstraße ggü. Haus-Nr. 8;141062; 35,00 € 
22.04.2015;859;Hoffnungstraße in Höhe von Haus-Nr. 12;141062; 30,00 € 
22.04.2015;901;Hoffnungstraße in Höhe von Haus-Nr. 14;141062; 30,00 € 
22.04.2015;902;Hoffnungstraße in Höhe von Haus-Nr. 14;141062; 30,00 € 
22.04.2015;906;Hoffnungstraße ggü. Haus-Nr. 14;141062; 30,00 € 
22.04.2015;920;Hoffnungstraße in Höhe von Haus-Nr. 34;141062; 30,00 € 
22.04.2015;930;Seminarstraße ggü. Haus-Nr. 43;141412; 10,00 € 
22.04.2015;933;Seminarstraße ggü. Haus-Nr. 41;113240; 10,00 € 
22.04.2015;935;Cloudtstraße ggü. Haus-Nr. 2;113240; 10,00 € 
23.04.2015;1020;Essenberger Straße / C1, Parkplatz;113120; 10,00 € 
23.04.2015;1034;Karl-Hoffmeister-Platz / C1, Ecke Tersteegenstr.;112272; 10,00 € 
23.04.2015;1036;Karl-Hoffmeister-Platz / C1 in Höhe von Haus-Nr. 3;113140; 10,00 € 
23.04.2015;1042;Karl-Hoffmeister-Straße in Höhe von Haus-Nr. 32;141118; 15,00 € 
23.04.2015;1043;Karl-Hoffmeister-Straße in Höhe von Haus-Nr. 34;141118; 15,00 € 
23.04.2015;1048;Karl-Hoffmeister-Straße ggü. Haus-Nr. 17;141118; 15,00 € 
23.04.2015;1058;Karl-Hoffmeister-Straße in Höhe von Haus-Nr. 17;141118; 15,00 € 
23.04.2015;1059;Karl-Hoffmeister-Straße in Höhe von Haus-Nr. 17;141118; 15,00 € 
23.04.2015;1101;Karl-Hoffmeister-Straße in Höhe von Haus-Nr. 11;141118; 15,00 € 
23.04.2015;1105;Tersteegenstraße / C1 ggü. Haus-Nr. 3;141118; 15,00 € 
23.04.2015;1108;Tersteegenstraße / C1 in Höhe von Haus-Nr. 7;141118; 15,00 € 
23.04.2015;1109;Tersteegenstraße / C1 in Höhe von Haus-Nr. 12;141118; 15,00 € 
23.04.2015;1113;Tersteegenstraße / C1 in Höhe von Haus-Nr. 19;141118; 15,00 € 
23.04.2015;1114;Tersteegenstraße / C1 in Höhe von Haus-Nr. 16;141118; 15,00 € 
23.04.2015;1120;Augustastraße / C1 in Höhe von Haus-Nr. 8;113140; 10,00 € 
23.04.2015;1138;Diergardtstraße in Höhe von Haus-Nr. 11;113240; 10,00 € 
23.04.2015;1141;Diergardtstraße in Höhe von Haus-Nr. 38;113240; 10,00 € 
23.04.2015;1142;Diergardtstraße in Höhe von Haus-Nr. 42;113240; 10,00 € 
23.04.2015;1551;Julius-Leber-Straße in Höhe von Haus-Nr. 4;113244; 30,00 € 
23.04.2015;1231;Südring, Ecke Abtei;113240; 10,00 € 
23.04.2015;1623;Leuschnerstraße in Höhe von Haus-Nr. 37;112042; 20,00 € 
23.04.2015;1042;Vinzenzstraße ggü. Haus-Nr. 15;142278; 35,00 € 
23.04.2015;1832;Pferdsweide ggü. Haus-Nr. 32, Logistig Moers;141312; 15,00 € 
23.04.2015;1232;Südring, Ecke Abtei;113240; 10,00 € 
23.04.2015;1414;Kastell / B, Parkplatz;113120; 10,00 € 
23.04.2015;945;Drinhausstraße in Höhe von Haus-Nr. 19;112042; 15,00 € 
23.04.2015;1012;Lauersforter Straße, UNTERFÜHRUNG;112402; 20,00 € 
23.04.2015;1215;Gabelsbergerstraße in Höhe von Haus-Nr. 3;112042; 15,00 € 
23.04.2015;1113;Adam-Riese-Straße in Höhe von Haus-Nr. 37;142103; 15,00 € 
23.04.2015;1243;Oberwallstraße / B in Höhe von Haus-Nr. 10;113140; 10,00 € 
23.04.2015;1245;Oberwallstraße / B ggü. Haus-Nr. 25;112262; 10,00 € 
23.04.2015;1433;Oberwallstraße / B in Höhe von Haus-Nr. 29;141422; 10,00 € 
23.04.2015;1434;Dr.-Hermann-Bähr-Straße, Ecke Oberwallstr.;141382; 15,00 € 
23.04.2015;1442;Julius-Genner-Straße in Höhe von Haus-Nr. 13;141118; 15,00 € 
23.04.2015;1445;Julius-Genner-Straße in Höhe von Haus-Nr. 9;141118; 15,00 € 
23.04.2015;1451;Wilhelm-Schroeder-Straße / C2, Parkplatz;113140; 10,00 € 
23.04.2015;1530;Neumarkt / A, Parkplatz;113140; 10,00 € 
23.04.2015;1532;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.04.2015;1535;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.04.2015;1537;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.04.2015;1540;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.04.2015;1545;Neumarkt / A, Parkplatz;113122; 20,00 € 
23.04.2015;1551;Meerstraße / B ggü. Haus-Nr. 3;113120; 10,00 € 
23.04.2015;1604;Unterwallstraße in Höhe von Haus-Nr. 9;113260; 10,00 € 
23.04.2015;931;Neumarkt / A, Parkplatz;113140; 10,00 € 
23.04.2015;936;Neumarkt / A, Parkplatz;113140; 10,00 € 
23.04.2015;940;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.04.2015;949;Meerstraße / B, Parkplatz;113140; 10,00 € 
23.04.2015;953;Meerstraße / B, Innenhof;113140; 10,00 € 
23.04.2015;1151;Meerstraße / B, Parkplatz;113142; 20,00 € 
23.04.2015;1126;Hanckwitzstraße / B, Parkplatz;113142; 20,00 € 
23.04.2015;1104;Kautzstraße / B, Parkplatz;113122; 20,00 € 
23.04.2015;1021;Kautzstraße / B, Parkplatz;113120; 10,00 € 
23.04.2015;1023;Kautzstraße / B, Parkplatz;113121; 15,00 € 
23.04.2015;1025;Kautzstraße / B, Parkplatz;113140; 10,00 € 
23.04.2015;1049;Hopfenstraße in Höhe von Haus-Nr. 8;141312; 15,00 € 
23.04.2015;1101;Kautzstraße / B, Parkplatz;113121; 15,00 € 
23.04.2015;1115;Haagstraße / B in Höhe von Haus-Nr. 2;112403; 30,00 € 
23.04.2015;1119;Hanckwitzstraße / B, Parkplatz;113121; 15,00 € 
23.04.2015;1127;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
23.04.2015;1143;Meerstraße / B, Innenhof;113140; 10,00 € 
23.04.2015;1146;Meerstraße / B, Innenhof;113122; 20,00 € 
23.04.2015;1148;Meerstraße / B, Innenhof;113122; 20,00 € 
23.04.2015;1201;Meerstraße / B, Innenhof;113180; 10,00 € 
23.04.2015;1206;Meerstraße / B, Schotterplatz;113120; 10,00 € 
23.04.2015;1342;Meerstraße / B, Schotterplatz;113124; 30,00 € 
23.04.2015;1212;Meerstraße / B, Schotterplatz;113180; 10,00 € 
23.04.2015;1214;Meerstraße / B, Schotterplatz;113121; 15,00 € 
23.04.2015;1216;Meerstraße / B, Schotterplatz;113121; 15,00 € 
23.04.2015;1131;Josefstraße / C3 ggü. Haus-Nr. 31;113140; 10,00 € 
23.04.2015;1132;Josefstraße / C3 ggü. Haus-Nr. 29;113121; 15,00 € 
23.04.2015;1135;Josefstraße / C3 in Höhe von Haus-Nr. 22;113140; 10,00 € 
23.04.2015;1136;Josefstraße / C3 in Höhe von Haus-Nr. 22;113140; 10,00 € 
23.04.2015;1140;Voßrather Straße in Höhe von Haus-Nr. 2;141322; 15,00 € 
23.04.2015;1143;Josefstraße / C3 in Höhe von Haus-Nr. 29;113140; 10,00 € 
23.04.2015;1145;Josefstraße / C3 in Höhe von Haus-Nr. 31;113140; 10,00 € 
23.04.2015;1427;Neumarkt / A, Parkplatz;113122; 20,00 € 
23.04.2015;1429;Neumarkt / A, Parkplatz;113122; 20,00 € 
23.04.2015;1433;Neumarkt / A, Parkplatz;113121; 15,00 € 
23.04.2015;1436;Neumarkt / A, Parkplatz;113120; 25,00 € 
23.04.2015;1521;Otto-Ottsen-Straße in Höhe von Haus-Nr. 2;141322; 15,00 € 
23.04.2015;1556;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
23.04.2015;1559;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
23.04.2015;1601;Kastell / B in Höhe von Haus-Nr. 11;113140; 10,00 € 
23.04.2015;1609;Neumarkt / A, Parkplatz;113121; 15,00 € 
23.04.2015;1611;Neumarkt / A, Parkplatz;113140; 10,00 € 
23.04.2015;1613;Neumarkt / A, Parkplatz;113140; 10,00 € 
23.04.2015;938;Ostring / C2 in Höhe von Haus-Nr. 6;329113; 15,00 € 
23.04.2015;940;Ostring / C2 ggü. Haus-Nr. 6;112042; 15,00 € 
23.04.2015;957;Homberger Straße / C1, Vor Kreisverkehr;113140; 10,00 € 
23.04.2015;1000;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4;113140; 10,00 € 
23.04.2015;1001;Homberger Straße / C1 in Höhe von Haus-Nr. 73;113120; 10,00 € 
23.04.2015;1013;Homberger Straße / C1 in Höhe von Haus-Nr. 78;113120; 15,00 € 
23.04.2015;1005;Baerler Straße in Höhe von Haus-Nr. 52;113240; 10,00 € 
23.04.2015;1008;Baerler Straße in Höhe von Haus-Nr. 58;113240; 10,00 € 
23.04.2015;1015;Landwehrstraße / C1 ggü. Haus-Nr. 89;113240; 10,00 € 
23.04.2015;1029;Klever Straße ggü. Haus-Nr. 23a;113320; 10,00 € 
23.04.2015;1049;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
23.04.2015;1054;Friedrich-Ebert-Platz / De, Parkplatz;113150; 10,00 € 
23.04.2015;1058;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
23.04.2015;1116;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
23.04.2015;1122;Feldstraße / C1 ggü. Haus-Nr. 44;113240; 10,00 € 
23.04.2015;1126;Feldstraße / C1 in Höhe von Haus-Nr. 68;113240; 10,00 € 
23.04.2015;1129;Greefstraße in Höhe von Haus-Nr. 4b;113240; 10,00 € 
23.04.2015;1137;Wilhelm-Schroeder-Straße / C2, Parkplatz;113120; 10,00 € 
23.04.2015;1140;Wilhelm-Schroeder-Straße / C2, Parkplatz;113120; 10,00 € 
23.04.2015;1448;Wilhelm-Schroeder-Straße / C2, Parkplatz;113144; 30,00 € 
23.04.2015;1146;Wilhelm-Schroeder-Straße / C2, Parkplatz;113120; 10,00 € 
23.04.2015;1149;Wilhelm-Schroeder-Straße / C2, Parkplatz;113120; 10,00 € 
23.04.2015;1156;Wilhelm-Schroeder-Straße / C2, Parkplatz;113140; -   € 
23.04.2015;1209;Seminarstraße in Höhe von Haus-Nr. 10;113240; 10,00 € 
23.04.2015;934;Seminarstraße in Höhe von Haus-Nr. 5;113240; 10,00 € 
23.04.2015;940;Gellertstraße in Höhe von Haus-Nr. 17;113240; 10,00 € 
23.04.2015;959;Baerler Straße in Höhe von Haus-Nr. 44;113240; 10,00 € 
23.04.2015;1001;Baerler Straße in Höhe von Haus-Nr. 50;113260; 10,00 € 
23.04.2015;1224;Meerstraße / B, Schotterplatz;113122; 20,00 € 
23.04.2015;1239;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.04.2015;1240;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.04.2015;1243;Neumarkt / A, Parkplatz;113140; 10,00 € 
23.04.2015;1248;Neumarkt / A, Parkplatz;113140; 10,00 € 
23.04.2015;1310;Neumarkt / A, Parkplatz;113121; 15,00 € 
23.04.2015;1314;Neumarkt / A, Parkplatz;113140; 10,00 € 
23.04.2015;1317;Neumarkt / A, Parkplatz;113120; 10,00 € 
23.04.2015;1334;Meerstraße / B, Parkplatz;113140; 10,00 € 
23.04.2015;1339;Meerstraße / B, Schotterplatz;113140; 10,00 € 
23.04.2015;1626;Meerstraße / B, Schotterplatz;113143; 25,00 € 
23.04.2015;1354;Im Rosenthal / B in Höhe von Haus-Nr. 12, Parkplatz;113120; 10,00 € 
23.04.2015;1408;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
23.04.2015;1418;Filder Straße in Höhe von Haus-Nr. 4;113240; 10,00 € 
23.04.2015;1426;Blumenstraße in Höhe von Haus-Nr. 2, Ecke Gartenstrasse;113240; 10,10 € 
23.04.2015;1429;Gartenstraße ggü. Haus-Nr. 30;113240; 10,00 € 
23.04.2015;1433;Gartenstraße ggü. Haus-Nr. 32;113240; 10,00 € 
23.04.2015;1436;Gartenstraße ggü. Haus-Nr. 36;113262; 20,00 € 
23.04.2015;1443;Diergardtstraße, Höhe Kindergarten;113240; 10,00 € 
23.04.2015;1449;Diergardtstraße in Höhe von Haus-Nr. 16;113240; 10,00 € 
23.04.2015;1451;Diergardtstraße in Höhe von Haus-Nr. 14;113240; 10,00 € 
23.04.2015;1502;Kautzstraße / B, Parkplatz;113140; 10,00 € 
23.04.2015;1505;Kautzstraße / B, Parkplatz;113120; 10,00 € 
23.04.2015;1514;Hopfenstraße in Höhe von Haus-Nr. 29;141118; 15,00 € 
23.04.2015;1525;Adolf-Krummacher-Straße in Höhe von Haus-Nr. 7;113140; 10,00 € 
23.04.2015;1537;Homberger Straße / C1 in Höhe von Haus-Nr. 60;141106; 30,00 € 
23.04.2015;1557;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
23.04.2015;1600;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
23.04.2015;1603;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
23.04.2015;1613;Hanns-Dieter-Hüsch-Platz in Höhe von Haus-Nr. 7;141106; 30,00 € 
23.04.2015;1624;Meerstraße / B, Parkplatz;113120; 10,00 € 
23.04.2015;1629;Meerstraße / B, Schotterplatz;113140; 10,00 € 
23.04.2015;1634;Meerstraße / B, Schotterplatz;113140; 10,00 € 
23.04.2015;1637;Meerstraße / B, Schotterplatz;113121; 15,00 € 
23.04.2015;905;Rheinberger Straße ggü. Haus-Nr. 11;113300; 10,00 € 
23.04.2015;913;Rheinberger Straße ggü. Haus-Nr. 33;113300; 10,00 € 
23.04.2015;926;Gabelsbergerstraße ggü. Haus-Nr. 2;113240; 10,00 € 
23.04.2015;930;Seminarstraße in Höhe von Haus-Nr. 2e;113260; 10,00 € 
23.04.2015;1218;Meerstraße / B, Schotterplatz;113180; 10,00 € 
23.04.2015;1220;Meerstraße / B, Schotterplatz;113180; 10,00 € 
23.04.2015;1350;Meerstraße / B, Schotterplatz;113182; 20,00 € 
23.04.2015;1238;Haagstraße / B in Höhe von Haus-Nr. 7;113140; 10,00 € 
23.04.2015;1632;Meerstraße / B, Schotterplatz;113140; 10,00 € 
23.04.2015;1432;Neumarkt / A, Parkplatz;113140; 10,00 € 
23.04.2015;1138;Josefstraße / C3 ggü. Haus-Nr. 22;141312; 15,00 € 
23.04.2015;834;Filder Straße ggü. Haus-Nr. 22;141322; 20,00 € 
23.04.2015;1104;Annastraße / C3 ggü. Haus-Nr. 3;113140; 10,00 € 
23.04.2015;1105;Annastraße / C3 in Höhe von Haus-Nr. 10;113140; 10,00 € 
23.04.2015;1107;Annastraße / C3 in Höhe von Haus-Nr. 20;113140; 10,00 € 
